,WS_1,WS_50,WS_100,WS_150,WS_200,WD_1,WD_50,WD_100,WD_150,WD_200
2012-12-22 23:00:00,3.2565559384018914,5.739399955535931,6.367019625852612,6.738564632264072,7.671954793636182,185.80476488706185,195.28554461183617,204.9666803381067,214.26285912151067,220.94554798735064
2012-12-23 00:00:00,3.187197776006972,6.641890307977051,7.591820542669301,8.36809708805937,9.65780202187574,223.97913189616077,230.12511933292984,236.40417075064732,244.6352115944099,248.0135980575059
2012-12-23 01:00:00,4.035813276665551,8.173840302817464,9.294489325383413,10.316650980979226,11.640327896144736,240.86726102486034,244.40678535697137,248.01981677374417,254.73943252309653,256.74380005052666
2012-12-23 02:00:00,5.425038723929852,10.22153175362439,11.476542994743692,12.482194435013012,13.85268182085058,238.66723875810288,241.4715238398801,244.33336594157115,249.97219212667832,251.7211416856094
2012-12-23 03:00:00,6.207776388163208,11.337329666129534,12.658760696150816,13.78053206504731,15.161454035408303,235.50967386703394,237.79993934616476,240.1394322613427,244.86466747245325,246.34560085819635
2012-12-23 04:00:00,7.489768181530972,13.074484086628926,14.481602653196797,15.668234644619508,17.172095806043437,233.85268279469386,235.4525621777583,237.08642879875563,239.73639542023756,240.86806217877444
2012-12-23 05:00:00,7.824953927838695,13.773203110382589,15.278471997165854,16.28095427894855,17.76739427753982,235.21200812856785,236.66774173350834,238.1453032590688,240.3790862409731,241.51510153622945
2012-12-23 06:00:00,8.487415465655538,15.025849318815515,16.684303522661114,17.833594436066488,19.474770505489605,233.91955145979446,235.06190044112972,236.22102096041746,238.14090848687235,239.02845182294146
2012-12-23 07:00:00,8.643503926917804,15.205573933085049,16.864513640634776,17.818503114567765,19.536464008944872,236.3859039073607,237.4137011715045,238.46621661829826,240.13735216201795,240.86488803495112
2012-12-23 08:00:00,8.41069287844874,14.796599206266201,16.412525693356244,17.18090809607303,18.83211543086357,232.92604846101483,234.13510081874216,235.363691392356,237.0476322923335,237.89566267295967
2012-12-23 09:00:00,8.864772371388248,15.315247823482139,16.931859535389716,17.722650389038,19.39287564285275,234.86797141597935,236.03315973523598,237.22101613747589,238.85519213714088,239.6905111926877
2012-12-23 10:00:00,8.741700886772476,14.981727882215527,16.53945921562336,17.133531066953882,18.763826949641906,239.4645361087709,240.73758289369204,242.0363349238735,244.01876911060387,245.01113831517281
2012-12-23 11:00:00,8.559192368489098,14.703112244596403,16.236571853480125,16.707833463706258,18.298546896476907,239.66113679172844,240.88561223258418,242.1346140694328,244.05027416244224,245.05278258512965
2012-12-23 12:00:00,8.394438725294663,14.26617141695683,15.726677671818354,16.13681295954379,17.64557804001412,242.00007686810417,243.1120788023456,244.2470648967149,245.95229935899812,246.90500351678403
2012-12-23 13:00:00,8.098987571350003,13.707471297053157,15.101733139449976,15.42224113503201,16.843371747645985,243.34484142667037,244.51961715780817,245.71760186394667,247.22265894068428,248.19496504740573
2012-12-23 14:00:00,8.026591580584117,13.337580926177989,14.644164470731525,15.046711871521195,16.28368452854131,250.03030139462868,251.0464710540057,252.08428187735385,253.45172936056431,254.37782428843687
2012-12-23 15:00:00,7.334455228864346,12.296589067320877,13.52241806785364,13.916838706171783,14.986902583564147,250.2296006686711,251.53051213131997,252.8628064569939,254.558022575837,255.7106723467607
2012-12-23 16:00:00,7.025027790015976,11.632033704183932,12.764608556629724,13.12386598122866,14.0870786693954,246.69862513221625,248.1708330045734,249.67617523866292,251.63259467535286,252.96665704984977
2012-12-23 17:00:00,6.912887356021885,11.497967207367026,12.62591883529341,13.05920404391323,13.961827560687418,245.3953067041167,246.85269464362977,248.34620378708638,250.23086440580886,251.61543541628802
2012-12-23 18:00:00,6.714481031119341,11.27790031817295,12.40671274577028,12.868116757958678,13.774061679054896,244.36600532689116,245.94131523891934,247.54800683740837,249.5938988175884,251.05245139809435
2012-12-23 19:00:00,6.534757428008286,10.999754501244745,12.106421563872297,12.521389466859102,13.386396293686303,240.80360792604864,242.48668430455209,244.20903130977734,246.49395883872754,248.13767052018258
2012-12-23 20:00:00,6.734906765257244,11.28456024346453,12.406761178193445,12.844325827397979,13.689826346594328,240.10646071203962,241.64541142143094,243.21760466107554,245.33225040032136,246.91893918036763
2012-12-23 21:00:00,6.655973598260933,11.086020463525886,12.17678047088695,12.637966091411876,13.45753060536833,240.75217213971848,242.2635564859052,243.80289061968497,245.954841604429,247.57437939333644
2012-12-23 22:00:00,6.48913537789884,11.070406012411576,12.21091199148402,12.67871783294138,13.498369820176986,246.8042398922234,248.51497156707384,250.26516377065485,252.94781205463215,254.80102362836269
2012-12-23 23:00:00,6.24628614357684,10.632146492799803,11.724225201667535,12.079347547099127,12.809809290191726,245.96690041258142,247.85544498652874,249.78457121247033,252.61212559468993,254.66929795541168
2012-12-24 00:00:00,5.824909850317288,9.910249490589349,10.928280695573777,11.244369117747764,11.899327356697862,246.53809436130817,248.46212903134156,250.4240413292953,253.4657883087396,255.62490310143744
2012-12-24 01:00:00,5.476205638082834,9.354239311992433,10.322114780335395,10.593335668934074,11.197607806951563,244.54715985883016,246.6318944003321,248.76246723398742,252.0098680737415,254.3294066594736
2012-12-24 02:00:00,5.256458105922722,9.104024525757374,10.06841030520427,10.291516464481841,10.87519166361605,241.94077487845192,244.1363478672905,246.3689898625421,249.78575112216032,252.1638582437845
2012-12-24 03:00:00,4.861069020182263,8.526059857470134,9.452781705017427,9.619131223991598,10.179243036915867,238.39786905129236,240.85198324323645,243.35772969616613,246.92001061659693,249.49241848323052
2012-12-24 04:00:00,4.4237250464118905,7.848495874651811,8.717289681850476,8.743556399541628,9.256446964733769,233.25411248553928,236.34844811444594,239.5045572584301,243.39196681422544,246.3408657880525
